Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
"106,6 m²","4,15 m","14,5 tỷ",1 tầng,1 phòng,1 phòng,,,,,,09/11/2023,19/11/2023,Tin thường,"Đường Phạm Văn Bạch, Phường 12, Gò Vấp, Hồ Chí Minh"
54 m²,,"8,3 tỷ",2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Tây - Nam,,,13/11/2023,23/11/2023,Tin thường,"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
68 m²,,"9,8 tỷ",3 tầng,7 phòng,6 phòng,Hợp đồng mua bán,,Đông - Bắc,,,13/11/2023,23/11/2023,Tin thường,"Đường Phạm Ngũ Lão, Phường 3, Gò Vấp, Hồ Chí Minh"
114 m²,6 m,"11,3 tỷ",1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Không nội thất.,Đông - Nam,Đông - Nam,8 m,12/11/2023,22/11/2023,Tin thường,"Đường Số 9, Phường 16, Gò Vấp, Hồ Chí Minh"
51 m²,,"6,8 tỷ",3 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,12/11/2023,27/11/2023,Tin thường,"Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh"
98 m²,,"11,8 tỷ",,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,,,,05/11/2023,15/11/2023,Tin thường,"Đường Nguyễn Thái Sơn, Phường 3, Gò Vấp, Hồ Chí Minh"
100 m²,5 m,"3,07 tỷ",3 tầng,3 phòng,3 phòng,Ký HĐMB trực tiếp VSIP,,,,16 m,12/11/2023,22/11/2023,Tin thường,"Dự án Sun Casa Central, Tân Uyên, Bình Dương"
512 m²,,120 triệu,,,,,,,,,13/11/2023,23/11/2023,Tin thường,"Phường 17, Gò Vấp, Hồ Chí Minh"
220 m²,,"36,8 tỷ",,,,,,,,,13/11/2023,23/11/2023,Tin thường,"Đường Nguyễn Văn Nghi, Phường 7, Gò Vấp, Hồ Chí Minh"
100 m²,,"10,6 tỷ",,,,,,,,,13/11/2023,23/11/2023,Tin thường,"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh"
368 m²,,38 tỷ,1 tầng,8 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,,,07/11/2023,17/11/2023,Tin thường,"Đường Trần Thị Nghỉ, Phường 7, Gò Vấp, Hồ Chí Minh"
114 m²,6 m,"10,5 tỷ",1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Đông - Nam,Đông - Nam,8 m,12/11/2023,22/11/2023,Tin thường,"Phường 16, Gò Vấp, Hồ Chí Minh"
"244,8 m²",9 m,30 tỷ,1 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,,,06/11/2023,16/11/2023,Tin thường,"Đường Lê Đức Thọ, Phường 17, Gò Vấp, Hồ Chí Minh"
100 m²,,22 tỷ,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,,,06/11/2023,16/11/2023,Tin thường,"Đường Nguyễn Văn Nghi, Phường 4, Gò Vấp, Hồ Chí Minh"
372 m²,,39 tỷ,,,,Sổ đỏ/ Sổ hồng,,,,25 m,06/11/2023,16/11/2023,Tin thường,"Đường Lê Đức Thọ, Phường 17, Gò Vấp, Hồ Chí Minh"
370 m²,,"38,8 tỷ",1 tầng,,,Sổ đỏ/ Sổ hồng,,,,,06/11/2023,16/11/2023,Tin thường,"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh"
504 m²,,78 tỷ,,,,Sổ đỏ/ Sổ hồng,,,,,06/11/2023,16/11/2023,Tin thường,"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh"
110 m²,,"12,5 tỷ",3 tầng,,,,,,,80 m,04/11/2023,14/11/2023,Tin thường,"Đường Phạm Văn Đồng, Phường 3, Gò Vấp, Hồ Chí Minh"
80 m²,,12 tỷ,,,,,,,,,05/11/2023,15/11/2023,Tin thường,"Đường Nguyễn Oanh, Phường 17, Gò Vấp, Hồ Chí Minh"
"67,2 m²","4,2 m",11 tỷ,4 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,16 m,09/11/2023,19/11/2023,Tin thường,"Đường Nguyễn Văn Lượng, Phường 17, Gò Vấp, Hồ Chí Minh"
80 m²,,"10,5 tỷ",,,,,,,,,04/11/2023,14/11/2023,Tin thường,"Đường Lê Lợi, Phường 3, Gò Vấp, Hồ Chí Minh"
80 m²,,16 tỷ,7 tầng,,,,,,,,13/11/2023,23/11/2023,Tin thường,"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh"
110 m²,"4,5 m","16,5 tỷ",,,,,,,,,13/11/2023,23/11/2023,Tin thường,"Đường Phan Văn Trị, Phường 7, Gò Vấp, Hồ Chí Minh"
83 m²,,"11,5 tỷ",,,,,,,,,13/11/2023,23/11/2023,Tin thường,"Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh"
