Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
192 m²,8 m,24 tỷ,4 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,12 m,11/11/2023,21/11/2023,Tin thường,"Đường K300, Phường 12, Tân Bình, Hồ Chí Minh"
"148,5 m²","5,5 m",37 tỷ,7 tầng,8 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,65 m,11/11/2023,21/11/2023,Tin thường,"Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh"
60 m²,,"10,4 tỷ",4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,11/11/2023,21/11/2023,Tin thường,"Đường Bàu Cát, Phường 14, Tân Bình, Hồ Chí Minh"
174 m²,"4,7 m","25,5 tỷ",3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,20/11/2023,05/12/2023,Tin thường,"Đường Hoàng Sa, Phường 5, Tân Bình, Hồ Chí Minh"
181 m²,8 m,40 tỷ,3 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,45 m,18/11/2023,28/11/2023,Tin thường,"Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh"
"38,5 m²","4,2 m",8 tỷ,3 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,30 m,18/11/2023,28/11/2023,Tin thường,"Đường Trường Chinh, Phường 4, Tân Bình, Hồ Chí Minh"
167 m²,,"23,5 tỷ",4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,17/11/2023,27/11/2023,Tin thường,"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh"
90 m²,"5,7 m","13,9 tỷ",2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Không nội thất.,Tây - Nam,Tây - Nam,8 m,13/11/2023,23/11/2023,Tin thường,"Đường Hồng Lạc, Phường 10, Tân Bình, Hồ Chí Minh"
150 m²,"8,2 m",47 tỷ,9 tầng,26 phòng,,Sổ đỏ/ Sổ hồng,,,,,08/11/2023,23/11/2023,Tin thường,"Đường Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh"
"101,66 m²",,21 tỷ,7 tầng,,,,,,,,17/11/2023,27/11/2023,Tin thường,"Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh"
67 m²,4 m,"10,5 tỷ",1 tầng,3 phòng,2 phòng,,,,,24 m,11/11/2023,21/11/2023,Tin thường,"Đường Nguyễn Sỹ Sách, Phường 15, Tân Bình, Hồ Chí Minh"
"58,14 m²",,Thỏa thuận,,,,Sổ đỏ/ Sổ hồng,,,,,11/11/2023,21/11/2023,Tin thường,"Đường Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh"
146 m²,,49 tỷ,8 tầng,,,Sổ đỏ/ Sổ hồng,,,,,11/11/2023,21/11/2023,Tin thường,"Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh"
"152,3 m²",,29 tỷ,6 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,11/11/2023,21/11/2023,Tin thường,"Đường Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh"
100 m²,,"3,3 tỷ",3 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,,,,20/11/2023,05/12/2023,Tin thường,"Dự án Sun Casa Central, Đường Dân Chủ, Xã Vĩnh Tân, Tân Uyên, Bình Dương"
150 m²,,"27,5 tỷ",6 tầng,,,,,,,,11/11/2023,21/11/2023,Tin thường,"Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh"
192 m²,"7,5 m",44 tỷ,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,16 m,11/11/2023,21/11/2023,Tin thường,"Đường Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh"
171 m²,9 m,60 tỷ,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,20 m,11/11/2023,21/11/2023,Tin thường,"Đường Hoàng Văn Thụ, Phường 2, Tân Bình, Hồ Chí Minh"
189 m²,12 m,70 tỷ,6 tầng,,,,,,,,11/11/2023,21/11/2023,Tin thường,"Đường Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh"
180 m²,,53 tỷ,,,,,,,,,11/11/2023,21/11/2023,Tin thường,"Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh"
95 m²,,"19,5 tỷ",,,,Sổ hồng chính chủ,,,,,11/11/2023,21/11/2023,Tin thường,"Đường Yên Thế, Phường 2, Tân Bình, Hồ Chí Minh"
"57,6 m²",,"12,8 tỷ",,,,Sổ đỏ/ Sổ hồng,,,,,11/11/2023,21/11/2023,Tin thường,"Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh"
200 m²,10 m,55 tỷ,,,,Sổ đỏ/ Sổ hồng,,,,,11/11/2023,21/11/2023,Tin thường,"Đường C18, Phường 12, Tân Bình, Hồ Chí Minh"
178 m²,"8,5 m",65 tỷ,,,,Sổ đỏ/ Sổ hồng,,,,12 m,11/11/2023,21/11/2023,Tin thường,"Đường Cách Mạng Tháng Tám, Phường 6, Tân Bình, Hồ Chí Minh"
125 m²,"4,3 m","19,8 tỷ",4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,12 m,11/11/2023,21/11/2023,Tin thường,"Đường Thành Mỹ, Phường 8, Tân Bình, Hồ Chí Minh."
92 m²,,"15,9 tỷ",2 tầng,,,Sổ đỏ/ Sổ hồng,,,,,11/11/2023,21/11/2023,Tin thường,"Phường 6, Tân Bình, Hồ Chí Minh"
100 m²,5 m,20 tỷ,,,,Sổ đỏ/ Sổ hồng,,,,,11/11/2023,21/11/2023,Tin thường,"Đường Lam Sơn, Phường 2, Tân Bình, Hồ Chí Minh"
