Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
167 m²,,31 tỷ,3 tầng,,,,,Đông - Bắc,,,20/11/2023,30/11/2023,Tin thường,"Đường Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh"
270 m²,10 m,65 tỷ,4 tầng,8 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Đông - Nam,30 m,20/11/2023,30/11/2023,Tin thường,"Đường Phú Hòa, Phường 7, Tân Bình, Hồ Chí Minh"
220 m²,,40 tỷ,1 tầng,,,,,,,,18/11/2023,28/11/2023,Tin thường,"Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh"
177 m²,"9,9 m",31 tỷ,3 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,,10 m,19/11/2023,29/11/2023,Tin thường,"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh."
240 m²,12 m,"8,6 tỷ",2 tầng,,,Hợp đồng mua bán,,,,12 m,09/11/2023,Tin thường,38177258,"Dự án NovaWorld Phan Thiết, Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận"
260 m²,"9,6 m",65 tỷ,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,35 m,19/11/2023,29/11/2023,Tin thường,"Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh"
155 m²,,33 tỷ,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,,,,10 m,19/11/2023,29/11/2023,Tin thường,"Đường Nguyễn Trọng Tuyển, Phường 1, Tân Bình, Hồ Chí Minh"
215 m²,9 m,Thỏa thuận,3 tầng,9 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,8 m,19/11/2023,19/12/2023,Tin thường,"Đường Phạm Phú Thứ, Phường 11, Tân Bình, Hồ Chí Minh"
150 m²,"7,2 m","29,5 tỷ",3 tầng,6 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,10 m,18/11/2023,28/11/2023,Tin thường,"Đường Nguyễn Văn Trỗi, Phường 1, Tân Bình, Hồ Chí Minh"
1.360 m²,,Thỏa thuận,,,,,,,,,14/11/2023,24/11/2023,Tin thường,"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng"
438 m²,,65 tỷ,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,18/11/2023,28/11/2023,Tin thường,"Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
117 m²,,"16,8 tỷ",4 tầng,,,,,,,,18/11/2023,28/11/2023,Tin thường,"Đường K300, Phường 12, Tân Bình, Hồ Chí Minh"
368 m²,,"62,5 tỷ",3 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,17/11/2023,02/12/2023,Tin thường,"Đường Thăng Long, Phường 4, Tân Bình, Hồ Chí Minh"
200 m²,10 m,"42,5 tỷ",3 tầng,4 phòng,4 phòng,,,,,,17/11/2023,27/11/2023,Tin thường,"Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
126 m²,,21 tỷ,4 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,16/11/2023,26/11/2023,Tin thường,"Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
264 m²,,"32,9 tỷ",4 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,16/11/2023,26/11/2023,Tin thường,"Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh"
160 m²,,"27,9 tỷ",4 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,16/11/2023,26/11/2023,Tin thường,"Đường Nguyễn Trọng Tuyển, Phường 1, Tân Bình, Hồ Chí Minh"
112 m²,"7,5 m","27,5 tỷ",4 tầng,8 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,16/11/2023,26/11/2023,Tin thường,"Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh"
"255,2 m²",,70 tỷ,4 tầng,,,,,,,,16/11/2023,26/11/2023,Tin thường,"Đường Sông Thao, Phường 2, Tân Bình, Hồ Chí Minh"
170 m²,,45 tỷ,3 tầng,,,,,,,,16/11/2023,26/11/2023,Tin thường,"Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh"
240 m²,,"39,5 tỷ",3 tầng,,,,,,,,16/11/2023,26/11/2023,Tin thường,"Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh"
350 m²,,51 tỷ,,,,,,,,,16/11/2023,26/11/2023,Tin thường,"Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh"
