Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
154 m²,,29 tỷ,5 tầng,,,,,,,,21/11/2023,01/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
115 m²,,"17,5 tỷ",5 tầng,,,,,,,,18/11/2023,28/11/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
240 m²,12 m,34 tỷ,3 tầng,4 phòng,2 phòng,Sổ hồng chính chủ,Đầy đủ,Tây - Nam,,12 m,24/11/2023,04/12/2023,Tin thường,"Đường 25, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh"
150 m²,,27 tỷ,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,09/11/2023,09/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
100 m²,,"16,5 tỷ",5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,08/11/2023,08/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
"102,5 m²",5 m,"17,5 tỷ",5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,,,08/11/2023,08/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
140 m²,,"31,5 tỷ",6 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,08/11/2023,08/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Nguyễn Thị Nhung, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
147 m²,7 m,33 tỷ,5 tầng,5 phòng,5 phòng,,,,,25 m,16/11/2023,26/11/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường 7, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
815 m²,20 m,108 tỷ,,10 phòng,,Sổ đỏ/ Sổ hồng,Có nội thất,Đông - Bắc,,12 m,26/08/2023,Tin thường,37995012,"Đường Số 3, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
160 m²,,25 tỷ,5 tầng,5 phòng,5 phòng,,,,,30 m,23/11/2023,03/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
161 m²,7 m,29 tỷ,5 tầng,5 phòng,5 phòng,,,,,30 m,24/11/2023,04/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
120 m²,,21 tỷ,,,,Sổ đỏ/ Sổ hồng,,,,,24/11/2023,04/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
240 m²,12 m,"59,5 tỷ",4 tầng,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây,,12 m,24/11/2023,04/12/2023,Tin thường,"Đường 25, Phường An Phú, Thủ Đức, Hồ Chí Minh"
"186,3 m²",,26 tỷ,,,,Sổ đỏ/ Sổ hồng,,,,,21/11/2023,01/12/2023,Tin thường,"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh"
297 m²,,34 tỷ,4 tầng,10 phòng,10 phòng,,,Đông - Nam,Đông - Nam,12 m,24/11/2023,04/12/2023,Tin thường,"Đường Số 23, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh"
182 m²,13 m,"17,2 tỷ",,,,,,,,,24/11/2023,04/12/2023,Tin thường,"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh"
100 m²,,"14,95 tỷ",4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,14 m,16/11/2023,26/11/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường 15, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
100 m²,5 m,16 tỷ,4 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây - Nam,,16 m,23/11/2023,03/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
140 m²,,25 tỷ,,,,,,,,,24/11/2023,04/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
100 m²,,"15,5 tỷ",,,,,,,,13 m,24/11/2023,04/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường 12, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
"102,5 m²",5 m,17 tỷ,4 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,14 m,23/11/2023,03/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
198 m²,,34 tỷ,4 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,14 m,23/11/2023,03/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
100 m²,14 m,16 tỷ,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,,,14 m,23/11/2023,03/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Số 12, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
100 m²,,"15,5 tỷ",4 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,14 m,23/11/2023,03/12/2023,Tin thường,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
