Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
114 m²,6 m,"11,5 tỷ",3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,12 m,18/11/2023,28/11/2023,Tin thường,"Đường Chế Lan Viên, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh"
343 m²,,"23,55 tỷ",4 tầng,6 phòng,7 phòng,,,,,,18/11/2023,28/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
416 m²,8 m,55 tỷ,5 tầng,9 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,30 m,18/11/2023,28/11/2023,Tin thường,"Đường Thoại Ngọc Hầu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh"
126 m²,7 m,14 tỷ,2 tầng,3 phòng,3 phòng,,Cao cấp,Đông,,12 m,17/11/2023,27/11/2023,Tin thường,"Đường Phạm Ngọc Thảo, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh"
180 m²,10 m,"20,5 tỷ",4 tầng,2 phòng,2 phòng,Sổ hồng,Đầy đủ,Đông - Bắc,Đông - Bắc,10 m,25/10/2023,Tin thường,36542278,"Số nhà 68, Đường Phạm Ngọc Thảo, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh"
150 m²,,"13,6 tỷ",2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,,,,17/11/2023,27/11/2023,Tin thường,"Khu Biệt Thự ADC, Đường A, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh"
,,"24,1 tỷ",,,,,,Đông - Bắc,,,17/11/2023,27/11/2023,Tin thường,"Dự án The Glen - Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
122 m²,,26 tỷ,,,,,,,,,16/11/2023,26/11/2023,Tin thường,"Đường Dân Tộc, Phường Tân Thành, Tân Phú, Hồ Chí Minh"
264 m²,8 m,55 tỷ,5 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,16/11/2023,26/11/2023,Tin thường,"Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh"
240 m²,12 m,"8,6 tỷ",2 tầng,,,Hợp đồng mua bán,,,,12 m,09/11/2023,Tin thường,38177258,"Dự án NovaWorld Phan Thiết, Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận"
200 m²,10 m,"18,5 tỷ",2 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,,12 m,16/11/2023,26/11/2023,Tin thường,"Đường Nguyễn Hữu Dật, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh"
198 m²,,"23,9 tỷ",4 tầng,,,,,,,,15/11/2023,25/11/2023,Tin thường,"Đường Trần Quang Cơ, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh"
195 m²,12 m,23 tỷ,,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cao cáp,,,16 m,12/11/2023,12/12/2023,Tin thường,"Đường Trần Quang Cơ, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh"
,,Thỏa thuận,4 tầng,6 phòng,7 phòng,Hợp đồng mua bán,,,,,10/11/2023,10/12/2023,Tin thường,"Dự án The Glen - Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
100 m²,5 m,"7,2 tỷ",5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,4 m,10/11/2023,10/12/2023,Tin thường,"Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh"
195 m²,12 m,23 tỷ,,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,,,10 m,08/11/2023,08/12/2023,Tin thường,"Đường Thạch Lam, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh"
185 m²,10 m,"20,8 tỷ",2 tầng,3 phòng,3 phòng,Pháp lý chuẩn,Cao cấp,,,22 m,31/10/2023,30/11/2023,Tin thường,"Đường Phạm Ngọc Thảo, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh"
97 m²,8 m,18 tỷ,5 tầng,5 phòng,5 phòng,Pháp lý chuẩn,Cao cấp,,,13 m,25/10/2023,24/11/2023,Tin thường,"Đường Lê Cao Lãng, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh"
