Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
86 m²,"2,4 tỷ",2 phòng,2 phòng,,,,,30/10/2023,09/11/2023,Tin thường,"Đường Vườn Lài, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh"
80 m²,"3,2 tỷ",3 phòng,3 phòng,,,,,30/10/2023,09/11/2023,Tin thường,"27, Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh"
71 m²,"3,05 tỷ",2 phòng,2 phòng,,,,,24/10/2023,03/11/2023,Tin thường,"Celadon City, 36, Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
107 m²,"4,66 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,30/10/2023,09/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
84 m²,"3,85 tỷ",2 phòng,2 phòng,,,,,23/10/2023,02/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
68 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,24/10/2023,03/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
63 m²,"2,8 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,Tây,27/10/2023,06/11/2023,Tin thường,"Carillon 7, 33, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
70 m²,"2,5 tỷ",2 phòng,,Sổ hồng chính chủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Carillon 2, Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh"
71 m²,"3,1 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,16/10/2023,Tin thường,29847288,"Celadon City, Số 2, Đường N4, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
117 m²,7 tỷ,3 phòng,2 phòng,,,,,22/10/2023,01/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
71 m²,"3,15 tỷ",2 phòng,2 phòng,,Có nội thất.,,,30/10/2023,09/11/2023,Tin thường,"Celadon City, số 02, Đường N4, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
53 m²,"2,4 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,Tây - Nam,Đông - Bắc,26/10/2023,05/11/2023,Tin thường,"Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh"
112 m²,"4,8 tỷ",3 phòng,2 phòng,Sổ hồng,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Carillon 7, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
83 m²,"3,85 tỷ",3 phòng,2 phòng,,,,,15/10/2023,30/10/2023,Tin thường,"Dự án Res Green Tower, Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh"
105 m²,"3,5 tỷ",3 phòng,2 phòng,,Đầy đủ (full).,,,23/10/2023,07/11/2023,Tin thường,"Dự án Oriental Plaza, Đường Âu Cơ, Phường Tân Thành, Tân Phú, Hồ Chí Minh"
86 m²,"3,65 tỷ",3 phòng,2 phòng,,,,,19/10/2023,03/11/2023,Tin thường,"Dự án Carillon 7, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
85 m²,"3,4 tỷ",3 phòng,2 phòng,,,,,18/10/2023,02/11/2023,Tin thường,"Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh"
52 m²,"2,9 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Nam,30/10/2023,09/11/2023,Tin thường,"Dự án Res Green Tower, Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh"
70 m²,"2,3 tỷ",2 phòng,2 phòng,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh."
72 m²,"2,5 tỷ",2 phòng,2 phòng,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Carillon 5, Đường Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh"
117 m²,"5,5 tỷ",3 phòng,2 phòng,Đang chờ sổ,Không nội thất,Tây - Nam,Đông - Bắc,30/10/2023,14/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
