Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
115 m²,"4,9 tỷ",2 phòng,2 phòng,,,,,27/10/2023,06/11/2023,Tin thường,"Cao ốc Phú Nhuận, 20, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
75 m²,"4,6 tỷ",2 phòng,2 phòng,,Đầy đủ.,,,19/10/2023,03/11/2023,Tin thường,"Dự án Newton Residence, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh"
75 m²,4 tỷ,2 phòng,2 phòng,,,,,18/10/2023,02/11/2023,Tin thường,"Dự án Golden Mansion, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh"
80 m²,"5,5 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,19/10/2023,03/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
80 m²,"3,59 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,26/10/2023,05/11/2023,Tin thường,"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh"
75 m²,"4,5 tỷ",2 phòng,2 phòng,,,,,27/10/2023,06/11/2023,Tin thường,"Newton Residence, 38, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh"
80 m²,"4,8 tỷ",2 phòng,2 phòng,,,,,20/10/2023,04/11/2023,Tin thường,"Kingston Residence, 146, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
95 m²,"4,95 tỷ",2 phòng,2 phòng,,,,,20/10/2023,30/10/2023,Tin thường,"Botanic Towers, 312, Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh"
83 m²,"4,8 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,,Tây - Bắc,Đông - Nam,27/10/2023,06/11/2023,Tin thường,"Dự án Orchard Park View, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
138 m²,8 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,17/10/2023,Tin thường,38339889,"PN-Techcons, số 48, Đường Hoa Sứ, Phường 7, Phú Nhuận, Hồ Chí Minh"
85 m²,5 tỷ,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Tây - Bắc,Đông - Nam,27/10/2023,06/11/2023,Tin thường,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
75 m²,"4,5 tỷ",2 phòng,2 phòng,,Đầy đủ ( full ),,,14/10/2023,29/10/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
148 m²,10 tỷ,4 phòng,4 phòng,,,,,19/10/2023,03/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
74 m²,"4,9 tỷ",2 phòng,2 phòng,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
97 m²,"6,7 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Bắc,Tây - Nam,27/10/2023,06/11/2023,Tin thường,"Orchard Garden, 128, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
105 m²,"6,5 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Bắc,Nam,27/10/2023,06/11/2023,Tin thường,"Dự án Golden Mansion, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh"
75 m²,"3,9 tỷ",2 phòng,2 phòng,,,Tây,Đông,27/10/2023,06/11/2023,Tin thường,"Dự án Golden Mansion, Phú Nhuận, Hồ Chí Minh"
100 m²,"6,1 tỷ",3 phòng,2 phòng,,Đầy đủ,Bắc,Nam,27/10/2023,06/11/2023,Tin thường,"Garden Gate, Số 8, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh."
120 m²,"7,7 tỷ",3 phòng,2 phòng,,,,,09/10/2023,08/11/2023,Tin thường,"Kingston Residence, 223 - 223B, Đường Hoàng Văn Thụ, Phường 15, Phú Nhuận, Hồ Chí Minh"
75 m²,"4,9 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Newton Residence, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh"
75 m²,"5,3 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,,,,27/10/2023,06/11/2023,Tin thường,"Newton Residence, 38, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh"
"48,3 m²","2,13 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Bắc,Tây - Nam,27/10/2023,11/11/2023,Tin thường,"43, Đường Hồ Văn Huê, Phường 9, Phú Nhuận, Hồ Chí Minh"
