Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
82 m²,"2,67 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Oriental Plaza, Đường Âu Cơ, Phường Tân Thành, Tân Phú, Hồ Chí Minh"
106 m²,"3,5 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,,,,26/10/2023,05/11/2023,Tin thường,"Oriental Plaza, số 685, Đường Âu Cơ, Phường Tân Thành, Tân Phú, Hồ Chí Minh"
65 m²,"2,7 tỷ",2 phòng,,,,,,19/10/2023,18/11/2023,Tin thường,"RichStar, 278, Đường Hòa Bình, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh"
65 m²,"2,7 tỷ",2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,,04/10/2023,03/11/2023,Tin thường,"Carillon 7, 33, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
"85,8 m²","4,6 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Bắc,Nam,30/10/2023,06/11/2023,Tin VIP Vàng,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
69 m²,"1,7 tỷ",2 phòng,2 phòng,,,,,26/10/2023,05/11/2023,Tin thường,"Đại Thành, 221, Đường Trịnh Đình Trọng, Phường Phú Trung, Tân Phú, Hồ Chí Minh"
52 m²,"1,65 tỷ",1 phòng,1 phòng,Đang chờ sổ,Đầy đủ,Đông - Bắc,Tây - Nam,26/10/2023,05/11/2023,Tin thường,"8X Đầm Sen, 75A, Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh"
63 m²,"3,1 tỷ",2 phòng,1 phòng,,,,,16/10/2023,31/10/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
70 m²,"2,75 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Tây - Bắc,26/10/2023,05/11/2023,Tin thường,"Dự án Carillon 7, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
"88,8 m²",4 tỷ,2 phòng,2 phòng,Hợp đồng mua bán,Không nội thất,Tây - Nam,Đông - Bắc,30/10/2023,29/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
86 m²,"3,5 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Lotus Garden, Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh"
117 m²,"5,5 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Đông - Nam,Tây - Bắc,26/10/2023,05/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
70 m²,"2,55 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Full nội thất,,,26/10/2023,05/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
73 m²,"2,35 tỷ",2 phòng,2 phòng,Sổ hồng,Để lại nội thất cơ bản.,,,26/10/2023,05/11/2023,Tin thường,"Quang Thái, 111, Đường Lý Thánh Tông, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
53 m²,"2,45 tỷ",1 phòng,1 phòng,,Có nội thất cơ bản.,,,26/10/2023,05/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
82 m²,"1,8 tỷ",2 phòng,2 phòng,,,,,26/10/2023,05/11/2023,Tin thường,"Phú Thạnh Apartment, 53, Đường Nguyễn Sơn, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh"
64 m²,"2,05 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,26/10/2023,05/11/2023,Tin thường,"Topaz Garden, 4, Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh"
"45,5 m²","1,39 tỷ",1 phòng,1 phòng,,Cơ bản,,,26/10/2023,05/11/2023,Tin thường,"8X Đầm Sen, 75, Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh"
81 m²,"2,85 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,26/10/2023,05/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
75 m²,"2,35 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,26/10/2023,05/11/2023,Tin thường,"Khang Phú, 67, Đường Huỳnh Thiện Lộc, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh"
71 m²,"3,33 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Full nội thất,,,26/10/2023,05/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
63 m²,"2,9 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,Full nội thất,,,26/10/2023,05/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
