Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
56 m²,"1,78 tỷ",2 phòng,2 phòng,Sổ đỏ.,Gần full đồ nội thất.,,,17/10/2023,27/10/2023,Tin thường,"Felix Homes, 44, Đường Nguyễn Văn Dung, Phường 6, Gò Vấp, Hồ Chí Minh"
53 m²,"2,1 tỷ",2 phòng,1 phòng,Đang chờ sổ,Cơ bản,,,17/10/2023,27/10/2023,Tin thường,"Dự án Osimi Tower, Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh"
"55,03 m²","2,1 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,"Hoàn thiện cơ bản gồm: Tủ bếp trên dưới, thiết bị vệ sinh, sơn nước, hệ thống điện, sàn gỗ,...",,,17/10/2023,27/10/2023,Tin thường,"Dự án Plaza Nguyên Hồng, Đường Nguyên Hồng, Phường 1, Gò Vấp, Hồ Chí Minh"
78 m²,"2,6 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Đông - Bắc,Đông - Bắc,17/10/2023,27/10/2023,Tin thường,"Dự án Plaza Nguyên Hồng, Đường Nguyên Hồng, Phường 1, Gò Vấp, Hồ Chí Minh"
69 m²,"3,46 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,24/10/2023,08/11/2023,Tin thường,"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh"
99 m²,"4,9 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,16/10/2023,31/10/2023,Tin thường,"Dự án Sunny Plaza, Đường Phạm Văn Đồng, Phường 3, Gò Vấp, Hồ Chí Minh"
"59,3 m²","1,69 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,Đông - Bắc,Tây - Nam,14/10/2023,29/10/2023,Tin thường,"Dự án 8X Thái An, Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh"
"54,2 m²","1,69 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Bắc,Tây - Nam,12/10/2023,27/10/2023,Tin thường,"Dự án 8X Thái An, 221 Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh"
72 m²,"3,7 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,12/10/2023,27/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
"79,2 m²","2,65 tỷ",2 phòng,2 phòng,,,,,10/10/2023,09/11/2023,Tin thường,"Dự án Gateway Vũng Tàu, Đường 3/2, Phường Nguyễn An Ninh, Vũng Tàu, Bà Rịa Vũng Tàu"
113 m²,"6,5 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thát cao cấp,Tây,Đông - Bắc,12/10/2023,11/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
75 m²,4 tỷ,2 phòng,2 phòng,,,,,12/10/2023,27/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
65 m²,"1,8 tỷ",2 phòng,2 phòng,,,,,11/10/2023,10/11/2023,Tin thường,"Dự án Dream Home, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
54 m²,Thỏa thuận,2 phòng,1 phòng,Đã có sổ,,,,11/10/2023,10/11/2023,Tin thường,"3.02, hẻm 616/43 Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh"
77 m²,"3,85 tỷ",2 phòng,2 phòng,Đã có sổ hồng.,Full nội thất,,,10/10/2023,09/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
70 m²,"3,2 tỷ",2 phòng,2 phòng,Đang chờ sổ,,Nam,Đông - Nam,06/10/2023,05/11/2023,Tin thường,"Dự án Sunny Plaza, 110A Đường Phạm Văn Đồng, Phường 3, Gò Vấp, Hồ Chí Minh"
68 m²,"2,55 tỷ",2 phòng,2 phòng,,,,,05/10/2023,04/11/2023,Tin thường,"Osimi Tower, hẻm 688/57, Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh."
79 m²,"2,3 tỷ",2 phòng,,,,,,29/09/2023,29/10/2023,Tin thường,"Dự án Dream Home, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
