Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
55 m²,4 tỷ,2 phòng,1 phòng,Hợp đồng mua bán,,,,25/10/2023,04/11/2023,Tin thường,"Dự án Park Legend, Đường Hoàng Văn Thụ, Tân Bình, Hồ Chí Minh"
60 m²,"3,3 tỷ",2 phòng,2 phòng,,,,,25/10/2023,04/11/2023,Tin thường,"Dự án Carillon 3, Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh"
65 m²,"3,3 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Bắc,Tây - Nam,25/10/2023,09/11/2023,Tin thường,"Central Plaza, 91, Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh"
81 m²,"2,5 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,02/10/2023,01/11/2023,Tin thường,"Chung cư Phúc Yên, số 33, Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh"
74 m²,"3,8 tỷ",2 phòng,2 phòng,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Sky Center, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
152 m²,"12,29 tỷ",2 phòng,,Hợp đồng mua bán,Đầy đủ,,,28/10/2023,07/11/2023,Tin thường,"Dự án Ixora Hồ Tràm , Xã Phước Thuận, Xuyên Mộc, Bà Rịa Vũng Tàu"
92 m²,"6,2 tỷ",3 phòng,2 phòng,,,,,24/10/2023,03/11/2023,Tin thường,"Botanica Premier, 108, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh"
69 m²,"3,75 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây,Đông - Bắc,24/10/2023,03/11/2023,Tin thường,"Dự án Botanica Premier, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh"
100 m²,"5,5 tỷ",3 phòng,2 phòng,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Cộng Hòa Plaza, Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh"
75 m²,"1,64 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,24/10/2023,03/11/2023,Tin thường,"Dự án Botanica Premier, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh"
80 m²,"3,59 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,26/10/2023,05/11/2023,Tin thường,"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh"
75 m²,"1,8 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,24/10/2023,03/11/2023,Tin thường,"Dự án The Harmona, Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh"
134 m²,"6,5 tỷ",3 phòng,2 phòng,,,,,18/10/2023,02/11/2023,Tin thường,"Cộng Hòa Plaza, 141, Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh"
84 m²,"2,15 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,Đông,24/10/2023,03/11/2023,Tin thường,"Dự án Carillon Apartment, Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh"
55 m²,"1,73 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Bàu Cát II, Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh"
73 m²,"3,7 tỷ",2 phòng,2 phòng,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án The Botanica, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
30 m²,"1,2 tỷ",,1 phòng,Căn hộ có thời hạn sử dụng 30 năm.,Không nội thất.,,,24/10/2023,08/11/2023,Tin thường,"Dự án Diyas Sky, Đường Nguyễn Đức Thuận, Phường 13, Tân Bình, Hồ Chí Minh"
71 m²,"3,7 tỷ",2 phòng,2 phòng,,Đầy đủ,,,24/10/2023,03/11/2023,Tin thường,"Dự án Botanica Premier, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh"
70 m²,"3,45 tỷ",2 phòng,2 phòng,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Cộng Hòa Plaza, Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh"
139 m²,"6,1 tỷ",3 phòng,3 phòng,,,,,21/10/2023,31/10/2023,Tin thường,"Sky Center, 5B, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
75 m²,"3,7 tỷ",2 phòng,2 phòng,,,,,23/10/2023,02/11/2023,Tin thường,"Sky Center, số 5B, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
74 m²,"4,56 tỷ",2 phòng,2 phòng,,,,,24/10/2023,03/11/2023,Tin thường,"Botanica Premier, 108, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh"
97 m²,"5,1 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Bắc,Tây - Nam,24/10/2023,03/11/2023,Tin thường,"Dự án Central Plaza, Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh"
