Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
72 m²,"3,6 tỷ",2 phòng,2 phòng,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Cộng Hòa Plaza, Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh"
86 m²,4 tỷ,2 phòng,2 phòng,,,,,09/10/2023,08/11/2023,Tin thường,"Carillon Apartment, 171A, Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh."
70 m²,"3,8 tỷ",2 phòng,2 phòng,Đang chờ sổ,Cơ bản,Tây,Nam,27/10/2023,06/11/2023,Tin thường,"Dự án Botanica Premier, Quận Tân Bình, Hồ Chí Minh"
81 m²,"2,5 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,02/10/2023,01/11/2023,Tin thường,"Chung cư Phúc Yên, số 33, Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh"
53 m²,"2,75 tỷ",1 phòng,1 phòng,,Đầy đủ,,,27/10/2023,06/11/2023,Tin thường,"Dự án The Botanica, Quận Tân Bình, Hồ Chí Minh"
63 m²,3 tỷ,2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,24/10/2023,03/11/2023,Tin thường,"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh"
133 m²,"3,7 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Nam,27/10/2023,06/11/2023,Tin thường,"Dự án Chung cư Phúc Yên, 31 - 33 Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh"
75 m²,"2,8 tỷ",2 phòng,2 phòng,,,,,19/10/2023,03/11/2023,Tin thường,"Dự án The Harmona, Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh"
110 m²,"4,9 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Carillon Apartment, Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh"
33 m²,970 triệu,1 phòng,1 phòng,,Cơ bản,,,27/10/2023,06/11/2023,Tin thường,"Dự án Diyas Sky, Đường Nguyễn Đức Thuận, Phường 13, Tân Bình, Hồ Chí Minh"
69 m²,"3,46 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,26/10/2023,05/11/2023,Tin thường,"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh"
52 m²,"2,16 tỷ",1 phòng,1 phòng,,Full.,Nam,,27/10/2023,06/11/2023,Tin thường,"Dự án Republic Plaza, Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh"
96 m²,"6,15 tỷ",3 phòng,2 phòng,Đang chờ sổ,Đầy đủ,Bắc,Nam,27/10/2023,26/11/2023,Tin thường,"Dự án Botanica Premier, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh"
122 m²,"3,45 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,Đông - Bắc,19/10/2023,18/11/2023,Tin thường,"Dự án Chung cư Phúc Yên, Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh"
31 m²,"1,4 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,,27/10/2023,06/11/2023,Tin thường,"Đường Đồng Đen, Phường 14, Tân Bình, Hồ Chí Minh"
73 m²,Thỏa thuận,2 phòng,2 phòng,,,,,22/10/2023,01/11/2023,Tin thường,"Dự án The Harmona, Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh"
75 m²,"2,7 tỷ",2 phòng,2 phòng,,,,,22/10/2023,01/11/2023,Tin thường,"Dự án The Harmona, Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh"
70 m²,"3,85 tỷ",2 phòng,2 phòng,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Botanica Premier, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh"
36 m²,"1,73 tỷ",,1 phòng,Hợp đồng mua bán,Đầy đủ,,,19/10/2023,29/10/2023,Tin thường,"Dự án Sky Center, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
139 m²,Thỏa thuận,3 phòng,3 phòng,Hợp đồng mua bán,Đầy đủ,Bắc,Đông - Nam,18/10/2023,28/10/2023,Tin thường,"Dự án Sky Center, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
81 m²,"3,1 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất,,,26/10/2023,05/11/2023,Tin thường,"Dự án The Harmona, Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh"
75 m²,"3,1 tỷ",2 phòng,2 phòng,,Full nội thất cao cấp,Đông,Đông - Nam,26/10/2023,05/11/2023,Tin thường,"Dự án The Harmona, Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh"
75 m²,"3,1 tỷ",2 phòng,2 phòng,,Bàn giao nội thất cơ bản và một số nội thất dính tường.,Tây - Bắc,Đông - Nam,26/10/2023,05/11/2023,Tin thường,"Dự án The Harmona, Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh"
