Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
74 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,22/10/2023,01/11/2023,Tin thường,"Orchard Park View, 130 - 132, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
90 m²,"6,4 tỷ",3 phòng,2 phòng,,,,,19/10/2023,29/10/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
75 m²,"1,56 tỷ",2 phòng,2 phòng,Đã có sổ,Đầy đủ.,,,21/10/2023,31/10/2023,Tin thường,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
75 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,21/10/2023,31/10/2023,Tin thường,"Dự án Newton Residence, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh"
32 m²,1 tỷ,1 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,,,20/10/2023,30/10/2023,Tin thường,"Dự án Legacy Prime, Đường Thuận Giao 25, Phường Thuận Giao, Thuận An, Bình Dương"
36 m²,2 tỷ,,,,Đầy đủ,,,21/10/2023,05/11/2023,Tin thường,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
95 m²,"5,6 tỷ",3 phòng,2 phòng,,,,,21/10/2023,31/10/2023,Tin thường,"Orchard Park View, 130, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
70 m²,"4,5 tỷ",2 phòng,2 phòng,,,,,19/10/2023,03/11/2023,Tin thường,"Orchard Park View, 130 - 132, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
80 m²,"4,8 tỷ",2 phòng,2 phòng,,,,,21/10/2023,31/10/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
62 m²,48 triệu/m²,,,GPXD hoàn chỉnh,Cơ bản,,,24/10/2023,08/11/2023,Tin VIP Bạc,"The Privia, Số 158, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh"
110 m²,"7,9 tỷ",3 phòng,2 phòng,Sổ hồng riêng.,,,,21/10/2023,31/10/2023,Tin thường,"Dự án The Prince Residence, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh"
65 m²,"3,1 tỷ",1 phòng,1 phòng,,Không nội thất,Đông,Tây - Nam,21/10/2023,05/11/2023,Tin thường,"675, Đường Nguyễn Kiệm, Phường 9, Phú Nhuận, Hồ Chí Minh"
36 m²,"1,9 tỷ",,,,,,,19/10/2023,29/10/2023,Tin thường,"Dự án Orchard Garden, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
78 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Nam,Bắc,20/10/2023,30/10/2023,Tin thường,"Orchard Garden, 130, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
70 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Nam,20/10/2023,30/10/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
70 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Bắc,20/10/2023,30/10/2023,Tin thường,"Dự án Golden Mansion, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh"
75 m²,"5,2 tỷ",2 phòng,,,,,,20/10/2023,30/10/2023,Tin thường,"Kingston Residence, 146, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
140 m²,"5,9 tỷ",3 phòng,2 phòng,,,,,20/10/2023,04/11/2023,Tin thường,"Dự án Cao ốc Phú Nhuận, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
120 m²,8 tỷ,3 phòng,2 phòng,Hợp đồng mua bán,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
45 m²,"2,35 tỷ",1 phòng,1 phòng,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Kingston Residence, Đường Hoàng Văn Thụ, Phường 8, Phú Nhuận, Hồ Chí Minh"
120 m²,8 tỷ,3 phòng,2 phòng,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
75 m²,"4,6 tỷ",2 phòng,,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Newton Residence, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh"
