Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
110 m²,"4,8 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,14/10/2023,29/10/2023,Tin thường,"Dự án Botanic Towers, Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh"
110 m²,"5,4 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,29/09/2023,29/10/2023,Tin thường,"Dự án Botanic Towers, Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh"
120 m²,"6,1 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Satra Eximland, Phố Phan Đăng Lưu, Phường 1, Phú Nhuận, Hồ Chí Minh"
86 m²,"4,8 tỷ",2 phòng,2 phòng,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
32 m²,1 tỷ,1 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,,,20/10/2023,30/10/2023,Tin thường,"Dự án Legacy Prime, Đường Thuận Giao 25, Phường Thuận Giao, Thuận An, Bình Dương"
60 m²,"4,4 tỷ",2 phòng,2 phòng,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
90 m²,"6,5 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
108 m²,"8,2 tỷ",3 phòng,,Sổ đỏ/ Sổ hồng,,,,24/10/2023,03/11/2023,Tin thường,"Dự án The Prince Residence, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh"
85 m²,"5,55 tỷ",2 phòng,,,,,,24/10/2023,03/11/2023,Tin thường,"Garden Gate, 8, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
62 m²,48 triệu/m²,,,GPXD hoàn chỉnh,Cơ bản,,,24/10/2023,08/11/2023,Tin VIP Bạc,"The Privia, Số 158, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh"
110 m²,"8,2 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,24/10/2023,03/11/2023,Tin thường,"Dự án The Prince Residence, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh"
93 m²,"3,95 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Đông - Nam,Tây - Bắc,23/10/2023,02/11/2023,Tin thường,"Dự án Botanic Towers, Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh"
70 m²,"3,49 tỷ",2 phòng,2 phòng,,,,,23/10/2023,02/11/2023,Tin thường,"Golden Mansion, 119, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh"
140 m²,"5,9 tỷ",3 phòng,2 phòng,,,,,23/10/2023,02/11/2023,Tin thường,"Cao ốc Phú Nhuận, 20, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
16 m²,"1,48 tỷ",1 phòng,1 phòng,,,,,23/10/2023,02/11/2023,Tin thường,"The Prince Residence, 17 - 19, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh"
75 m²,"4,9 tỷ",2 phòng,2 phòng,,,,,23/10/2023,02/11/2023,Tin thường,"Dự án Newton Residence, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh"
25 m²,"1,6 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,23/10/2023,02/11/2023,Tin thường,"Dự án Orchard Garden, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
49 m²,"2,9 tỷ",,,,,,,23/10/2023,02/11/2023,Tin thường,"Dự án Newton Residence, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh"
87 m²,"5,5 tỷ",3 phòng,2 phòng,,,,,23/10/2023,02/11/2023,Tin thường,"Garden Gate, 08, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
77 m²,"4,7 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,23/10/2023,02/11/2023,Tin thường,"Garden Gate, 08, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
73 m²,"4,65 tỷ",2 phòng,2 phòng,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
"65,8 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,18/10/2023,28/10/2023,Tin thường,"Dự án PN-Techcons, Đường Hoa Sứ, Phường 7, Phú Nhuận, Hồ Chí Minh"
