Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
91 m²,6 tỷ,3 phòng,2 phòng,,Đầy đủ,Tây,Đông,19/10/2023,29/10/2023,Tin thường,"Dự án Botanica Premier, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh"
91 m²,6 tỷ,3 phòng,2 phòng,,Đầy đủ,Tây,Đông,19/10/2023,29/10/2023,Tin thường,"Dự án Botanica Premier, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh"
74 m²,"3,8 tỷ",2 phòng,2 phòng,,Đầy đủ,Đông,Tây,19/10/2023,29/10/2023,Tin thường,"Dự án Botanica Premier, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh"
81 m²,"2,5 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,02/10/2023,01/11/2023,Tin thường,"Chung cư Phúc Yên, số 33, Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh"
70 m²,"3,8 tỷ",2 phòng,2 phòng,,,Tây - Bắc,Đông - Nam,19/10/2023,29/10/2023,Tin thường,"Dự án Botanica Premier, Đường Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh"
80 m²,"3,59 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,26/10/2023,05/11/2023,Tin thường,"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh"
72 m²,"4,3 tỷ",2 phòng,2 phòng,,,,,19/10/2023,29/10/2023,Tin thường,"Dự án Cộng Hòa Plaza, số 141 Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh"
50 m²,"2,5 tỷ",1 phòng,1 phòng,,,,,19/10/2023,29/10/2023,Tin thường,"Dự án Sky Center, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
"62,67 m²","4,2 tỷ",3 phòng,3 phòng,,,,,19/10/2023,29/10/2023,Tin thường,"Dự án La Cosmo Residences, Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh"
130 m²,"6,7 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,Nam,16/10/2023,15/11/2023,Tin thường,"Dự án Cộng Hòa Plaza, Quận Tân Bình, Hồ Chí Minh"
152 m²,"12,29 tỷ",2 phòng,,Hợp đồng mua bán,Đầy đủ,,,28/10/2023,07/11/2023,Tin thường,"Dự án Ixora Hồ Tràm , Xã Phước Thuận, Xuyên Mộc, Bà Rịa Vũng Tàu"
70 m²,"3,5 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Đông,Nam,30/09/2023,30/10/2023,Tin thường,"Dự án Cộng Hòa Plaza, Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh"
90 m²,"2,8 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,Tây - Bắc,17/10/2023,01/11/2023,Tin thường,"Dự án Chung cư Phúc Yên, Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh"
122 m²,"3,45 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Đông - Nam,Tây - Bắc,17/10/2023,01/11/2023,Tin thường,"Dự án Chung cư Phúc Yên, Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh"
70 m²,"3,6 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,Bắc,16/10/2023,15/11/2023,Tin thường,"Dự án Cộng Hòa Plaza, Đường Cộng Hòa, Tân Bình, Hồ Chí Minh"
129 m²,"6,5 tỷ",3 phòng,3 phòng,Gi,Đầy đủ,Đông - Nam,Đông,16/10/2023,31/10/2023,Tin thường,"Dự án Sky Center, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
95 m²,"4,7 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,06/10/2023,05/11/2023,Tin thường,"Dự án Sài Gòn Airport, Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh"
74 m²,"3,7 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,,,,06/10/2023,05/11/2023,Tin thường,"Dự án Sky Center, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
