Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
83 m²,5 tỷ,2 phòng,2 phòng,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
110 m²,"5,4 tỷ",3 phòng,2 phòng,,,,,23/10/2023,02/11/2023,Tin thường,"Botanic Towers, 312, Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh"
87 m²,"5,2 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,24/10/2023,03/11/2023,Tin thường,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
83 m²,"4,9 tỷ",2 phòng,2 phòng,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Kingston Residence, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh"
80 m²,"3,59 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,26/10/2023,05/11/2023,Tin thường,"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh"
63 m²,"3,17 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,24/10/2023,03/11/2023,Tin thường,"Dự án The Prince Residence, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh"
115 m²,"4,9 tỷ",2 phòng,2 phòng,Sổ hồng,Nội thất sang trọng.,,,26/10/2023,05/11/2023,Tin thường,"Cao ốc Phú Nhuận, 20, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
87 m²,"5,35 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,20/10/2023,30/10/2023,Tin thường,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
75 m²,"4,8 tỷ",2 phòng,2 phòng,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
138 m²,8 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,17/10/2023,Tin thường,38339889,"PN-Techcons, số 48, Đường Hoa Sứ, Phường 7, Phú Nhuận, Hồ Chí Minh"
120 m²,8 tỷ,3 phòng,2 phòng,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
36 m²,"1,93 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,26/10/2023,05/11/2023,Tin thường,"Orchard Garden, 128, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
69 m²,"3,6 tỷ",2 phòng,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Golden Mansion, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh"
113 m²,5 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,20/10/2023,30/10/2023,Tin thường,"Dự án Botanic Towers, Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh"
52 m²,"2,4 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây - Bắc,Đông - Nam,26/10/2023,05/11/2023,Tin thường,"43, Đường Hồ Văn Huê, Phường 9, Phú Nhuận, Hồ Chí Minh"
109 m²,"7,8 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,26/10/2023,05/11/2023,Tin thường,"Dự án The Prince Residence, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh"
109 m²,"7,5 tỷ",3 phòng,2 phòng,,,,,19/10/2023,03/11/2023,Tin thường,"Dự án The Prince Residence, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh"
100 m²,"7,4 tỷ",3 phòng,2 phòng,,Đầy đủ,,,26/10/2023,10/11/2023,Tin thường,"Dự án Orchard Park View, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
121 m²,"7,8 tỷ",3 phòng,2 phòng,,,,,26/10/2023,10/11/2023,Tin thường,"Kingston Residence, 223 - 223B, Đường Hoàng Văn Thụ, Phường 8, Phú Nhuận, Hồ Chí Minh"
75 m²,"5,5 tỷ",2 phòng,2 phòng,,,,,26/10/2023,10/11/2023,Tin thường,"The Prince Residence, 17 - 19 - 21, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh"
73 m²,5 tỷ,2 phòng,2 phòng,,,,,25/10/2023,04/11/2023,Tin thường,"Orchard Garden, 128, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
150 m²,6 tỷ,4 phòng,3 phòng,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Botanic Towers, Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh"
