Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
72 m²,"2,65 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,27/10/2023,06/11/2023,Tin thường,"Carillon 5, 262/3, Đường Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh"
82 m²,"3,2 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,26/10/2023,05/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
71 m²,"3,2 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Đông,Đông - Nam,23/10/2023,07/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
71 m²,"3,2 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Đông,Nam,25/10/2023,09/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
66 m²,"2,75 tỷ",2 phòng,1 phòng,,,,,23/10/2023,02/11/2023,Tin thường,"Carillon 7, 33, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
86 m²,"2,4 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,29/10/2023,08/11/2023,Tin thường,"Dự án Fortuna - Vườn Lài, Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh"
68 m²,"2,65 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
97 m²,"3,07 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
71 m²,"3,1 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,16/10/2023,Tin thường,29847288,"Celadon City, Số 2, Đường N4, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
82 m²,"3,2 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,23/10/2023,02/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
84 m²,"2,85 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
70 m²,"2,6 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,29/10/2023,08/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
70 m²,"2,55 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,29/10/2023,08/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
66 m²,"3,19 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,29/10/2023,08/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
71 m²,"3,45 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Celadon City, Quận Tân Phú, Hồ Chí Minh"
63 m²,"2,89 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,29/10/2023,08/11/2023,Tin thường,"Dự án Celadon City, Quận Tân Phú, Hồ Chí Minh"
53 m²,"2,28 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,29/10/2023,08/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
53 m²,"2,3 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,,,25/10/2023,04/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
50 m²,"1,8 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,29/10/2023,08/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
57 m²,"1,56 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,,,29/10/2023,08/11/2023,Tin thường,"Đường S11, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh"
65 m²,"2,25 tỷ",2 phòng,1 phòng,Đã có sổ,,,,25/10/2023,04/11/2023,Tin thường,"TaniBuilding Sơn Kỳ 1, Tân Phú, Hồ Chí Minh"
