Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
75 m²,"4,6 tỷ",2 phòng,,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Newton Residence, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh"
75 m²,"4,3 tỷ",2 phòng,,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Newton Residence, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh"
71 m²,5 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,20/10/2023,30/10/2023,Tin thường,"Dự án The Prince Residence, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh"
75 m²,5 tỷ,2 phòng,2 phòng,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án The Prince Residence, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh"
32 m²,1 tỷ,1 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,,,20/10/2023,30/10/2023,Tin thường,"Dự án Legacy Prime, Đường Thuận Giao 25, Phường Thuận Giao, Thuận An, Bình Dương"
83 m²,"5,7 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,19/10/2023,29/10/2023,Tin thường,"Kingston Residence, 146, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
109 m²,"8,3 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,19/10/2023,29/10/2023,Tin thường,"The Prince Residence, 19 - 21, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh"
73 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,19/10/2023,29/10/2023,Tin thường,"Orchard Garden, 128, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
70 m²,"3,66 tỷ",2 phòng,2 phòng,,,,,19/10/2023,29/10/2023,Tin thường,"Dự án Golden Mansion, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh"
62 m²,48 triệu/m²,,,GPXD hoàn chỉnh,Cơ bản,,,24/10/2023,08/11/2023,Tin VIP Bạc,"The Privia, Số 158, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh"
83 m²,"5,2 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Đông - Nam,Tây - Bắc,19/10/2023,29/10/2023,Tin thường,"Dự án Orchard Park View, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
32 m²,"1,92 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,19/10/2023,29/10/2023,Tin thường,"Orchard Garden, 128, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
52 m²,"2,13 tỷ",2 phòng,1 phòng,Đã có sổ hồng riêng.,Nhà có 1 số nội thất,Đông - Bắc,Tây - Nam,18/10/2023,28/10/2023,Tin thường,"43, Đường Hồ Văn Huê, Phường 9, Phú Nhuận, Hồ Chí Minh"
138 m²,7 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Tây - Bắc,16/10/2023,31/10/2023,Tin thường,"PN-Techcons, 48, Đường Hoa Sứ, Phường 7, Phú Nhuận, Hồ Chí Minh"
36 m²,"1,88 tỷ",,1 phòng,Hợp đồng mua bán,Đầy đủ,,,13/10/2023,12/11/2023,Tin thường,"Dự án Orchard Garden, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
53 m²,"2,7 tỷ",2 phòng,1 phòng,Đã có sổ hồng,Cơ bản,Đông,,11/10/2023,10/11/2023,Tin thường,"Dự án Chung cư Phan Xích Long, Đường Phan Xích Long, Phường 7, Phú Nhuận, Hồ Chí Minh"
75 m²,"4,7 tỷ",,,Hợp đồng mua bán,Đầy đủ,,,10/10/2023,09/11/2023,Tin thường,"Dự án Golden Mansion, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh."
71 m²,"5,47 tỷ",2 phòng,2 phòng,Chính chủ,,,Đông - Nam,07/10/2023,06/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
