Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
91 m²,"3,5 tỷ",3 phòng,2 phòng,,Cơ bản,,,25/10/2023,04/11/2023,Tin thường,"Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh"
85 m²,"3,95 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Không nội thất,,,25/10/2023,04/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
72 m²,3 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,21/10/2023,31/10/2023,Tin thường,"Dự án Carillon 7, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
105 m²,"4,3 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,21/10/2023,31/10/2023,Tin thường,"Dự án Carillon 7, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
53 m²,"2,3 tỷ",2 phòng,,Hợp đồng mua bán,Cơ bản,,,25/10/2023,04/11/2023,Tin thường,"Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh"
65 m²,"2,55 tỷ",2 phòng,2 phòng,,Đầy đủ,,,25/10/2023,04/11/2023,Tin thường,"Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh"
91 m²,"3,35 tỷ",3 phòng,2 phòng,,,,,19/10/2023,03/11/2023,Tin thường,"RichStar, 239 - 241 và 278, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh"
50 m²,"2,15 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,,,,25/10/2023,04/11/2023,Tin thường,"Dự án Carillon 5, Đường Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh"
70 m²,"2,6 tỷ",2 phòng,,,,,,23/10/2023,02/11/2023,Tin thường,"Dự án Melody Residences 16 Âu Cơ, Đường Âu Cơ, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh"
78 m²,"2,65 tỷ",2 phòng,2 phòng,,,,,25/10/2023,04/11/2023,Tin thường,"Oriental Plaza, số 685, Đường Âu Cơ, Phường Tân Thành, Tân Phú, Hồ Chí Minh"
60 m²,"2,2 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,25/10/2023,04/11/2023,Tin thường,"Âu Cơ Tower, số 659, Đường Âu Cơ, Phường Tân Thành, Tân Phú, Hồ Chí Minh"
68 m²,"2,55 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,,,,25/10/2023,04/11/2023,Tin thường,"Dự án Melody Residences 16 Âu Cơ, Đường Âu Cơ, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh"
89 m²,"2,9 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,,,,25/10/2023,04/11/2023,Tin thường,"Oriental Plaza, 685, Đường Âu Cơ, Phường Tân Thành, Tân Phú, Hồ Chí Minh"
92 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,24/10/2023,03/11/2023,Tin thường,"Dự án Melody Residences 16 Âu Cơ, Đường Âu Cơ, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh"
72 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,20/10/2023,30/10/2023,Tin thường,"Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh"
65 m²,3 tỷ,2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ nội thất.,,,24/10/2023,03/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
53 m²,"2,3 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,24/10/2023,03/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
119 m²,"5,08 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,Nhà trống CDT,,,24/10/2023,03/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
70 m²,"2,56 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,24/10/2023,03/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
66 m²,"2,89 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,24/10/2023,03/11/2023,Tin thường,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
