Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
75 m²,4 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,19/10/2023,29/10/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
75 m²,"3,8 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,26/10/2023,05/11/2023,Tin thường,"CityLand Park Hills, 18C, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
53 m²,"1,9 tỷ",,,,,,,19/10/2023,29/10/2023,Tin thường,"Dự án Osimi Tower, Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh"
52 m²,3 tỷ,1 phòng,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
80 m²,"3,59 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,26/10/2023,05/11/2023,Tin thường,"Dự án Akari City Nam Long, Quận Bình Tân, Hồ Chí Minh"
74 m²,"2,6 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Plaza Nguyên Hồng, Đường Nguyên Hồng, Phường 1, Gò Vấp, Hồ Chí Minh"
53 m²,"1,55 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,,,,16/10/2023,15/11/2023,Tin thường,"I-Home 1, 359, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
72 m²,"3,75 tỷ",2 phòng,2 phòng,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh."
70 m²,"3,8 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,26/10/2023,05/11/2023,Tin thường,"Dự án Samland Airport, 86 Đường Nguyên Hồng, Phường 1, Gò Vấp, Hồ Chí Minh"
69 m²,"3,46 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,24/10/2023,08/11/2023,Tin thường,"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh"
75 m²,"3,65 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,23/10/2023,02/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
74 m²,"2,8 tỷ",2 phòng,2 phòng,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Hà Đô Nguyễn Văn Công, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
75 m²,"3,6 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,25/10/2023,04/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
65 m²,"1,9 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,,,,20/10/2023,19/11/2023,Tin thường,"Dự án Dream Home Residence, Đường Lê Văn Thọ, Phường 13, Gò Vấp, Hồ Chí Minh"
50 m²,3 tỷ,1 phòng,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án CityLand Park Hills, 18 Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
87 m²,"3,7 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Đông - Bắc,Tây - Nam,26/10/2023,05/11/2023,Tin thường,"Dự án Hà Đô Nguyễn Văn Công, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh"
49 m²,"1,4 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,02/10/2023,01/11/2023,Tin thường,"I-Home 1, 359, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
75 m²,"3,8 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,18/10/2023,02/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
63 m²,"2,3 tỷ",2 phòng,2 phòng,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Dream Home Residence, Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh"
56 m²,"1,79 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,,Đông,26/10/2023,05/11/2023,Tin thường,"Dự án 8X Thái An, Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh"
76 m²,"3,5 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,,,09/10/2023,08/11/2023,Tin thường,"CityLand Park Hills, 18, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
54 m²,"1,45 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,16/10/2023,15/11/2023,Tin thường,"I-Home 1, 359, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
