Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
75 m²,"4,6 tỷ",2 phòng,2 phòng,,Đầy đủ ( full ),,,24/10/2023,08/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
120 m²,"8,1 tỷ",3 phòng,2 phòng,,,,,17/10/2023,01/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
"32,8 m²",Thỏa thuận,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,"Căn hộ được bàn giao kèm nội thất đầy đủ (TV, tủ lạnh, máy giặt,... ).",,,28/10/2023,07/11/2023,Tin thường,"Dự án Orchard Garden, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh."
83 m²,"5,7 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Tây - Nam,Đông - Bắc,27/10/2023,26/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
80 m²,"3,59 tỷ",2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,26/10/2023,05/11/2023,Tin thường,"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh"
75 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây - Bắc,Đông - Nam,27/10/2023,06/11/2023,Tin thường,"Golden Mansion, 119, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh"
70 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,27/10/2023,11/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
72 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc,Nam,27/10/2023,06/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
90 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Đông,Tây,20/10/2023,30/10/2023,Tin thường,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
138 m²,8 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,17/10/2023,Tin thường,38339889,"PN-Techcons, số 48, Đường Hoa Sứ, Phường 7, Phú Nhuận, Hồ Chí Minh"
68 m²,"2,22 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,20/10/2023,30/10/2023,Tin thường,"Dự án Botanic Towers, Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh"
72 m²,"2,25 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,20/10/2023,30/10/2023,Tin thường,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
57 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Nam,27/10/2023,06/11/2023,Tin thường,"Golden Mansion, 119, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh"
86 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Nam,27/10/2023,06/11/2023,Tin thường,"Garden Gate, 8, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
32 m²,"1,9 tỷ",1 phòng,1 phòng,,,,,25/10/2023,04/11/2023,Tin thường,"Orchard Garden, 128, Đường Hồng Hà, Phường 9, Phú Nhuận, Hồ Chí Minh"
122 m²,Thỏa thuận,2 phòng,2 phòng,,,,,20/10/2023,30/10/2023,Tin thường,"Dự án Satra Eximland, Phố Phan Đăng Lưu, Phường 1, Phú Nhuận, Hồ Chí Minh"
72 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,27/10/2023,06/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
85 m²,"4,6 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,27/10/2023,06/11/2023,Tin thường,"Dự án Satra Eximland, Phố Phan Đăng Lưu, Phường 1, Phú Nhuận, Hồ Chí Minh"
72 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,27/10/2023,06/11/2023,Tin thường,"Dự án Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh"
75 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,27/10/2023,06/11/2023,Tin thường,"Golden Mansion, 119, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh"
76 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,27/10/2023,06/11/2023,Tin thường,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
44 m²,"2,3 tỷ",1 phòng,1 phòng,,,,,27/10/2023,06/11/2023,Tin thường,"Đường Phan Xích Long, Phường 7, Phú Nhuận, Hồ Chí Minh"
