Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
300 m²,,45 tỷ,4 tầng,4 phòng,3 phòng,,,,,,20/11/2023,30/11/2023,Tin thường,"Dự án Zeit River Thủ Thiêm , Phường An Khánh, Quận 2, Hồ Chí Minh"
77 m²,,50 tỷ,3 tầng,,,,,,,,20/11/2023,30/11/2023,Tin thường,"Dự án Sarimi Sala, Phường An Lợi Đông, Quận 2, Hồ Chí Minh"
136 m²,,26 tỷ,,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,20/11/2023,30/11/2023,Tin thường,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
35 m²,,5 tỷ,,,,,Cơ bản,,,,20/11/2023,05/12/2023,Tin thường,"The Sun Avenue, Số 28, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
231 m²,,200 triệu/m²,4 tầng,5 phòng,,"Đã đầy đủ pháp lý,bàn giao nhà quý 2/2025",,,,,22/11/2023,02/12/2023,Tin thường,"Dự án Zeit River Thủ Thiêm , Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh"
106 m²,,26 tỷ,2 tầng,,,Hợp đồng mua bán,,Đông - Nam,,,20/11/2023,05/12/2023,Tin thường,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
270 m²,7 m,200 triệu/m²,4 tầng,4 phòng,3 phòng,Đầy đủ,Bàn giao theo chủ đầu tư,,,40 m,19/11/2023,29/11/2023,Tin thường,"Dự án Zeit River Thủ Thiêm , Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh"
100 m²,5 m,13 tỷ,3 tầng,3 phòng,3 phòng,Đang chờ sổ,Cơ bản,Đông,Đông,12 m,15/11/2023,25/11/2023,Tin thường,"Dự án Lakeview City, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
"131,5 m²",8 m,40 tỷ,,,,Sổ đỏ/ Sổ hồng,,Đông - Nam,Đông - Nam,30 m,19/11/2023,29/11/2023,Tin thường,"Dự án An Phú New City, Phố Vũ Tông Phan, Phường An Phú, Quận 2, Hồ Chí Minh"
21 m²,,700 triệu,,,,Hợp đồng mua bán,,,,,17/10/2023,Tin thường,36818000,"Dự án La Astoria, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
116 m²,,12 tỷ,,,,Hợp đồng mua bán,Cơ bản,Đông,,,19/11/2023,29/11/2023,Tin thường,"Dự án Lexington Residence, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
100 m²,5 m,13 tỷ,4 tầng,4 phòng,4 phòng,Hợp đồng mua bán,Cơ bản,,,12 m,18/11/2023,28/11/2023,Tin thường,"Dự án Lakeview City, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
"159,85 m²","6,95 m",35 tỷ,4 tầng,,,Sổ đỏ/ Sổ hồng,,Tây - Bắc,,16 m,18/11/2023,28/11/2023,Tin thường,"Dự án An Phú New City, Đường Dương Văn An, Phường An Phú, Quận 2, Hồ Chí Minh"
"93,6 m²",,42 tỷ,,4 phòng,4 phòng,Đang chờ sổ,Cơ bản,Nam,Đông - Nam,20 m,18/11/2023,28/11/2023,Tin thường,"Dự án Thủ Thiêm Lakeview, Đường D3, Phường An Khánh, Quận 2, Hồ Chí Minh"
"172,8 m²",,50 tỷ,,,,Hợp đồng mua bán,Cơ bản,,,,18/11/2023,28/11/2023,Tin thường,"Dự án Sarina Condominium, Phố Hoàng Thế Thiện, Phường An Lợi Đông, Quận 2, Hồ Chí Minh"
106 m²,,"3,5 tỷ",2 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,,,18/11/2023,03/12/2023,Tin thường,"Dự án Petroland Quận 2, Đường 62, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
220 m²,,41 tỷ,,,,,,,,,18/11/2023,28/11/2023,Tin thường,"Dự án The Metropole, Phường An Khánh, Quận 2, Hồ Chí Minh"
"119,5 m²",,46 tỷ,,,,Sổ đỏ/ Sổ hồng,,Đông,Đông,,18/11/2023,28/11/2023,Tin thường,"Dự án D2Eight, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
224 m²,,"12,8 tỷ",,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Full nội thất,Đông - Nam,,,18/11/2023,03/12/2023,Tin thường,"Hoàng Anh River View, 37, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
100 m²,,"9,5 tỷ",,,,,,,,,18/11/2023,28/11/2023,Tin thường,"Dự án Phố Đông Village , Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh"
114 m²,,72 tỷ,5 tầng,5 phòng,5 phòng,,,,,,17/11/2023,27/11/2023,Tin thường,"Dự án Sari Town, Đường 10, Phường An Lợi Đông, Quận 2, Hồ Chí Minh"
311 m²,,Thỏa thuận,3 tầng,,,Hợp đồng mua bán,,Đông - Nam,,,17/11/2023,02/12/2023,Tin thường,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
