Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
100 m²,,21 tỷ,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,,,11/11/2023,18/11/2023,Tin VIP Bạc,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
100 m²,5 m,"29,5 tỷ",,5 phòng,6 phòng,,,Đông,Đông,30 m,11/11/2023,18/11/2023,Tin VIP Bạc,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
100 m²,,Thỏa thuận,,,,,,,,,10/11/2023,20/11/2023,Tin VIP Bạc,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
100 m²,5 m,17 tỷ,5 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,Tây,Tây,16 m,07/11/2023,14/11/2023,Tin VIP Bạc,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
152 m²,"23,5 m","8,05 tỷ",4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Đông - Nam,Đông - Nam,30 m,07/11/2023,22/11/2023,Tin thường,"Dự án EcoCity Premia, Thành phố Buôn Ma Thuột, Đắk Lắk"
100 m²,,"20,2 tỷ",5 tầng,,6 phòng,,,,,,13/11/2023,23/11/2023,Tin thường,"CityLand Park Hills, số 18, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
100 m²,,"29,18 tỷ",,,,Hợp đồng mua bán.,Cơ bản.,Bắc,Bắc,30 m,13/11/2023,13/12/2023,Tin thường,"Dự án CityLand Park Hills, Đường Nguyễn Văn Lượng, Phường 10, Gò Vấp, Hồ Chí Minh"
"146,6 m²",,"11,71 tỷ",,,,Hợp đồng mua bán.,,Nam,Nam,,13/11/2023,13/12/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
123 m²,,"34,76 tỷ",,,,Sổ đỏ/ Sổ hồng.,,Đông - Nam,Đông - Nam,30 m,13/11/2023,13/12/2023,Tin thường,"97 Đường Trần Thị Nghỉ, Phường 7, Gò Vấp, Hồ Chí Minh"
100 m²,5 m,"3,07 tỷ",3 tầng,3 phòng,3 phòng,Ký HĐMB trực tiếp VSIP,,,,16 m,12/11/2023,22/11/2023,Tin thường,"Dự án Sun Casa Central, Đường Dân Chủ, Xã Vĩnh Tân, Tân Uyên, Bình Dương"
100 m²,,"23,5 tỷ",5 tầng,,,Hợp đồng mua bán,Cơ bản.,Bắc,Bắc,40 m,13/11/2023,13/12/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
100 m²,,"16,5 tỷ",4 tầng,6 phòng,,,,,,,07/11/2023,17/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
100 m²,30 m,"22,7 tỷ",5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Bắc,Bắc,12 m,10/11/2023,20/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
100 m²,5 m,23 tỷ,5 tầng,6 phòng,5 phòng,Sổ hồng lâu dài.,Hoàn thiện mặt ngoài.,Bắc,Bắc,30 m,10/11/2023,20/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh."
142 m²,"7,5 m",49 tỷ,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Đông,Đông - Nam,30 m,10/11/2023,20/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Số 3, Phường 10, Gò Vấp, Hồ Chí Minh"
100 m²,,16 tỷ,4 tầng,,,Sổ đỏ/ Sổ hồng,,,,,06/11/2023,16/11/2023,Tin thường,"Đường Trần Thị Nghỉ, Phường 7, Gò Vấp, Hồ Chí Minh"
41 m²,,"3,02 tỷ",,,,,,,,"3,5 m",08/11/2023,23/11/2023,Tin thường,"Dự án I-Home 1, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
100 m²,5 m,"18,5 tỷ",5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,,,,16 m,08/11/2023,18/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
54 m²,,62 triệu/m²,,,,,,,,,07/11/2023,17/11/2023,Tin thường,"Dự án I-Home 1, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
100 m²,,27 tỷ,,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,06/11/2023,16/11/2023,Tin thường,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
113 m²,"5,65 m",Thỏa thuận,,1 phòng,1 phòng,Hợp đồng mua bán.,Không nội thất.,,,,05/11/2023,15/11/2023,Tin thường,"I-Home 1, 359, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
117 m²,,"10,7 tỷ",,1 phòng,1 phòng,Đang chờ sổ.,,Nam,,,05/11/2023,15/11/2023,Tin thường,"Dự án I-Home 1, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
